id,screen_name,avg_tweets_per_day,posting_rate_consistency,high_volume_flag,bio_length,bio_word_count,bio_lexical_diversity,bio_has_url,bio_hashtag_count,bio_mention_count,bio_exclaim_ratio,bio_sentiment_score,has_description,followers_count,friends_count,follower_friend_ratio,favourites_count,favourites_per_day,account_age_days,verified,default_profile,default_profile_image,geo_enabled,has_location,has_lang,label
38592915,Phil_Coutinho,0.206,0.00022470274205288465,0,0,0,0.0,0,0,0,0.0,0,0,2017392,165,12226.618181818181,31,0.007522446008250425,4121,1,0,0,0,0,0,0
102293921,HDC2703,5.065,1.8050541516601015e-05,0,55,13,1.0,0,0,0,0.0,0,1,1258,1820,0.6912087912087912,2253,0.5809695719443012,3878,0,1,0,1,1,1,1
307552683,LorenzoLiverani,1.421,0.00019323241317903417,0,26,5,1.0,0,0,0,0.0,0,1,2866,199,14.402010050251256,229,0.06797269219352924,3369,0,0,0,0,0,1,0
881624850154082304,danafitzdrums,0.206,0.0004741907261592293,0,113,17,1.0,0,0,0,0.0,0,1,12,17,0.7058823529411765,52,0.045494313210848646,1143,0,1,0,0,1,1,0
294707685,CFavuzzi,2.319,0.0003748156885876597,0,140,11,0.9411764705882353,1,0,4,0.0,0,1,2007,857,2.3418903150525088,5440,1.6042465349454438,3391,1,0,0,1,1,1,0
296542706,dmbrod,0.854,0.0004864226682408379,0,13,2,1.0,0,0,0,0.5,0,1,40,165,0.24242424242424243,1942,0.5731995277449823,3388,0,1,0,1,0,1,1
17621490,adamficek,8.709,0.000383753501401074,0,78,9,1.0,0,0,2,0.0,0,1,8360,7348,1.1377245508982037,4326,1.0098039215686274,4284,1,0,0,0,1,1,0
265347584,ismeneiram_,6.479,0.0001839814277424523,0,101,17,0.9473684210526315,0,0,0,0.0,0,1,507,470,1.078723404255319,109590,31.802089378990132,3446,0,0,0,1,1,1,0
283959825,bltardy,0.556,0.0001512752858400246,0,105,16,0.9411764705882353,0,0,0,0.0,0,1,85,72,1.1805555555555556,1233,0.36147757255936674,3411,0,1,0,0,1,1,0
187490838,_MaluOficial_,1.455,0.00042102366538232516,0,90,10,1.0,1,0,1,0.0,0,1,2534841,265,9565.437735849056,1092,0.30049532195927353,3634,1,0,0,1,0,1,0
23912997,TishaLewis,10.421,1.4839636190089323e-05,0,159,23,1.0,0,1,8,0.0,0,1,6961,644,10.809006211180124,3923,0.9389660124461465,4178,1,0,0,0,1,1,0
733012524,alaasfh,0.143,0.0002947583390061348,0,41,5,1.0,0,0,0,0.0,0,1,52,0,0.0,770,0.2620830496936692,2938,0,1,0,0,0,1,0
1613292079,MarceloPolino,6.29,0.0002476780185753924,0,44,7,1.0,0,0,0,0.0,0,1,1606246,1001,1604.6413586413587,9651,3.734907120743034,2584,1,1,0,1,1,1,0
27583042,DavidHains,7.91,0.00014423076923097966,0,37,5,1.0,0,0,0,0.0,0,1,10907,5125,2.1281951219512196,9674,2.325480769230769,4160,1,0,0,1,1,1,0
2919031363,AnOrchidInBloom,18.294,0.00033397312859761996,1,102,11,1.0,0,2,1,0.0,0,1,6842,5189,1.3185584891115822,44051,21.13771593090211,2084,0,0,0,1,1,1,0
1106501,joanwalsh,23.468,9.700427959913327e-05,1,158,23,0.9583333333333334,0,0,2,0.0,1,1,350830,3083,113.79500486539085,102989,20.988180150804972,4907,1,0,0,1,1,1,0
803092618875838464,chrs090,1.14,0.00044117647058827814,0,126,23,0.625,0,0,0,0.043478260869565216,0,1,63,752,0.08377659574468085,8457,6.218382352941177,1360,0,1,0,1,1,1,0
189850197,pablo_zabaleta,0.389,0.00019514884233734486,0,0,0,0.0,0,0,0,0.0,0,0,2810600,101,27827.72277227723,0,0.0,3628,1,0,0,0,1,0,0
1581834842,janna_rpw,0.906,0.00033962264150944055,0,134,18,1.0,1,0,0,0.0,0,1,322,347,0.9279538904899135,7151,2.7535618020793224,2597,0,0,0,0,1,1,0
85254758,surajraje,0.014,0.0004303797468354423,0,57,8,1.0,1,0,0,0.125,1,1,10,0,0.0,241,0.0610126582278481,3950,0,1,0,0,0,1,1
153412198,LaurixCouryB,0.013,0.00011063372717507944,0,62,7,1.0,1,0,0,0.0,0,1,8,0,0.0,195,0.052363050483351235,3724,0,1,0,0,0,1,1
95740548,jose_simao,3.989,1.1523687579728659e-05,0,102,20,0.9,0,0,0,0.2,0,1,5237906,133,39382.75187969925,644,0.1649167733674776,3905,1,0,0,0,0,1,0
872473224,Darleneabrantes,4.986,0.0002906936214710498,0,0,0,0.0,0,0,0,0.0,0,0,641,60,10.683333333333334,25301,8.818752178459393,2869,0,1,0,1,0,0,0
359457433,laurajuesas,0.563,0.00047031963470323124,0,0,0,0.0,0,0,0,0.0,0,0,10,0,0.0,1251,0.38082191780821917,3285,0,1,0,0,1,0,1
79749788,_alfaruqie,1.551,0.00025711407705864,0,41,6,1.0,0,0,0,0.0,0,1,157,435,0.36091954022988504,2391,0.6021153361873584,3971,0,0,0,1,1,1,1
898577916480679936,gjwvmbdhgmx2295,0.105,7.299270072992636e-05,0,15,2,1.0,0,0,0,0.0,0,1,0,0,0.0,93,0.08485401459854014,1096,0,1,0,0,0,1,0
901571228,socialwire878,1.503,0.00015126050420177783,0,0,0,0.0,0,0,0,0.0,0,0,103,823,0.12515188335358446,0,0.0,2856,0,1,1,0,0,0,1
145810084,bearsamich,0.782,0.00021581196581199613,0,0,0,0.0,0,0,0,0.0,0,0,95,364,0.260989010989011,1159,0.3095619658119658,3744,0,0,0,0,0,0,0
1658643114,shada524,4.894,0.00039127045985942743,0,78,18,0.6111111111111112,0,0,0,0.05555555555555555,1,1,109,584,0.18664383561643835,24339,9.48519095869057,2566,0,0,0,1,1,1,0
2900157139,eitango8,36.751,4.942965779264341e-05,1,14,1,1.0,0,0,0,0.0,0,1,883,1211,0.7291494632535095,2,0.0009505703422053232,2104,0,0,0,0,0,1,1
3246449385,Tour_Junkies,7.438,0.00021391484942956396,0,147,23,0.9473684210526315,0,4,0,0.043478260869565216,0,1,17948,1658,10.825090470446321,39197,20.351505711318797,1926,0,0,0,1,1,1,0
50914033,LisaLiviahRose,0.004,0.00042043222003929244,0,35,4,1.0,1,0,0,0.0,0,1,10,0,0.0,88,0.021611001964636542,4072,0,1,0,0,0,1,1
3774669559,everyportland,2.618,0.00019202695115128066,0,45,7,1.0,0,0,1,0.0,0,1,14,0,0.0,0,0.0,1781,0,0,0,0,0,1,1
17621767,carnegiePI,2.851,7.376283846882714e-05,0,151,21,1.0,0,1,1,0.047619047619047616,0,1,6747,2118,3.185552407932011,580,0.1353874883286648,4284,0,0,0,0,1,1,1
23388938,BgirlShorty,5.701,0.00021071513991799407,0,90,16,1.0,0,1,0,0.0,0,1,64161,657,97.65753424657534,6166,1.4747668022004305,4181,1,0,0,1,1,0,0
316465945,funnyquad,23.189,2.8026237327338777e-05,1,64,13,1.0,0,0,0,0.0,0,1,922,1697,0.5433117265763111,0,0.0,3354,0,0,0,0,0,1,1
231007015,Byruabhilash,0.486,5.052512063580261e-05,0,0,0,0.0,0,0,0,0.0,0,0,42,268,0.15671641791044777,1304,0.3701390860062447,3523,0,0,0,1,0,0,1
42787639,tbonenewera,15.853,0.000489029741588709,0,62,10,1.0,0,0,0,0.0,0,1,4017,4006,1.0027458811782326,56270,13.71769868356899,4102,0,1,0,1,1,1,0
34923325,raftaarmusic,4.674,0.000407353652636111,0,46,6,1.0,0,1,0,0.0,0,1,1563923,247,6331.672064777328,3648,0.8824383164005806,4134,1,0,0,1,1,1,0
132178765,slycer2002,1.126,0.00042158159217153823,0,57,8,1.0,0,0,0,0.0,0,1,813,2104,0.38640684410646386,1063,0.28114255487966144,3781,0,0,0,0,1,1,0
602202968,SergioOsorioS2,0.997,6.01202404804102e-06,0,81,13,1.0,0,0,0,0.0,0,1,33442,720,46.44722222222222,4275,1.4278557114228456,2994,0,1,0,1,1,1,0
151315290,megnr04,0.792,4.289544235924758e-05,0,36,5,1.0,0,0,0,0.0,0,1,93,187,0.49732620320855614,3922,1.051474530831099,3730,0,0,0,1,1,1,0
144761692,OMGitzTEARA,0.656,0.00025834000533753176,0,29,7,1.0,0,0,0,0.0,0,1,17,0,0.0,1371,0.36589271417133706,3747,0,1,0,0,1,1,0
26534759,mikeruiz1,4.754,0.000397694524495229,0,60,7,1.0,0,0,1,0.0,0,1,105997,42187,2.5125512598667834,3961,0.9512487992315082,4164,1,0,0,0,1,1,0
2307449707,Teamsters856,0.313,0.00046394330971238906,0,144,23,0.9166666666666666,0,0,0,0.0,0,1,570,330,1.7272727272727273,501,0.20883701542309296,2399,0,1,0,1,1,1,0
811413340790673408,niicolasmaa1,1.994,1.645474943900993e-05,0,0,0,0.0,0,0,0,0.0,0,0,277,188,1.4734042553191489,9774,7.310396409872849,1337,0,0,0,0,1,0,0
832272518190886912,cryptoniac90,29.094,0.00017670054730345441,1,11,3,1.0,0,0,0,0.0,0,1,3490,561,6.221033868092691,22668,17.723221266614544,1279,0,0,0,1,0,1,0
782264299238617088,emojiMountain,77.195,0.0004834156669062395,1,30,7,0.8571428571428571,0,0,0,0.0,0,1,28,4,7.0,795,0.5610444601270289,1417,0,1,0,0,1,1,1
761535628567801856,knowledgebott,28.356,0.00017367706919912962,1,0,0,0.0,0,0,0,0.0,0,0,2,1,2.0,0,0.0,1474,0,1,1,0,0,0,1
840617419328614402,kalewrister,0.424,0.0004331210191082513,0,35,5,1.0,0,0,0,0.0,0,1,342,483,0.7080745341614907,533,0.42436305732484075,1256,0,1,0,1,1,1,0
112780173,KatrineConroy,1.359,0.00035467083008078326,0,142,19,0.8095238095238095,0,0,0,0.0,0,1,3135,1367,2.2933430870519387,5390,1.4025500910746813,3843,1,0,0,1,1,1,0
761220960213168131,LeroySane19,0.35,0.00016949152542372614,0,60,9,1.0,0,0,2,0.0,0,1,1597106,35,45631.6,22,0.014915254237288136,1475,1,1,0,1,1,1,0
770570538372722693,mutlubarispolat,2.302,6.896551724144828e-05,0,9,1,1.0,0,0,0,0.0,0,1,44,0,0.0,2643,1.822758620689655,1450,0,1,0,0,1,1,1
514646944,KelseyDeanneAct,0.454,0.00013143412107480268,0,103,12,1.0,0,0,4,0.0,0,1,513,399,1.2857142857142858,1558,0.5043703463904176,3089,0,0,0,0,1,1,0
832262854908735493,Upper20sStCap,10.033,0.00016184519155615362,0,68,8,1.0,0,0,1,0.0,0,1,2955,392,7.538265306122449,32702,25.56841282251759,1279,0,1,0,0,1,1,0
1114170278,TheJiggyJedi,10.539,0.00043560057887148673,0,0,0,0.0,0,0,0,0.0,0,0,500,199,2.512562814070352,20898,7.560781476121563,2764,0,0,0,1,1,0,0
375710637,Anziime,10.104,0.0003905434448885359,0,2,1,0.0,0,0,0,0.0,0,1,224,137,1.635036496350365,17642,5.416641080749156,3257,0,0,0,1,1,0,0
171762606,KandyMan375,1.093,0.0002108843537413918,0,0,0,0.0,0,0,0,0.0,0,0,187,563,0.3321492007104796,2542,0.6917006802721088,3675,0,0,0,1,1,0,1
86565815,MissIzaCalzado,5.03,0.00033468559837768197,0,7,4,1.0,0,0,0,0.0,0,1,2023672,697,2903.403156384505,56,0.014198782961460446,3944,1,0,0,0,1,1,0
479519684,liikeddl,1.515,0.000265855221011968,0,15,3,1.0,0,0,0,0.0,0,1,116,638,0.18181818181818182,2359,0.7556053811659192,3122,0,0,0,0,0,1,1
3154437062,ItsChaachi,1.979,0.0004943705220061823,0,17,3,1.0,0,0,0,0.0,0,1,73,131,0.5572519083969466,17,0.008700102354145343,1954,0,0,0,0,0,1,0
251716551,SaraSampaio,0.623,0.0004887737478410648,0,91,14,0.8461538461538461,0,0,1,0.0,0,1,898756,458,1962.3493449781658,5045,1.452216465169833,3474,1,0,0,1,0,1,0
73458634,joshepotts,0.736,0.0003545317976965112,0,68,14,1.0,0,0,0,0.0,1,1,9,0,0.0,2055,0.514521782674011,3994,0,1,0,0,1,1,1
243065805,MattGlo,2.086,0.000458631548811983,0,146,17,0.9523809523809523,0,0,3,0.0,0,1,1610,793,2.030264817150063,2082,0.5960492413398225,3493,1,0,0,1,1,1,0
141091796,Valerie_mg,3.299,0.0003574660633485216,0,45,9,0.8888888888888888,0,0,0,0.0,0,1,215,257,0.8365758754863813,1929,0.5134415757253128,3757,0,0,0,1,0,1,0
17884125,JNegocios,44.509,0.00047368421052595977,1,65,9,0.8888888888888888,0,0,0,0.0,0,1,154633,0,0.0,169,0.03953216374269006,4275,1,0,0,0,1,1,1
46982118,caterinack,24.062,5.093046033266546e-05,1,91,7,1.0,0,0,0,0.0,0,1,2482,2158,1.150139017608897,62916,15.405484818805093,4084,0,0,0,0,1,1,0
2413356007,779a455555f1482,0.01,0.0002695763799743251,0,0,0,0.0,0,0,0,0.0,0,0,5,100,0.05,152,0.06504065040650407,2337,0,1,0,0,0,0,1
353166315,joocuareli,0.029,0.0004719271623672243,0,10,1,1.0,0,0,0,0.0,0,1,2,0,0.0,6,0.0018209408194233688,3295,0,1,0,1,1,1,0
351331309,Ameena_a6,13.502,0.0001807155852038278,0,52,12,0.9,0,0,0,0.0,0,1,962,70,13.742857142857142,1061,0.32171012734990906,3298,0,0,0,1,1,1,0
63759348,jolu5465,0.323,0.00040531149168526737,0,0,0,0.0,0,0,0,0.0,0,0,20,28,0.7142857142857143,873,0.21667907669396871,4029,0,1,0,0,1,0,1
4547994614,chen_shichao,0.007,1.7543859649122792e-05,0,0,0,0.0,0,0,0,0.0,0,0,2,43,0.046511627906976744,107,0.06257309941520468,1710,0,1,0,0,0,0,1
4817478650,zhuxian71,1.071,0.00017166866746687326,0,0,0,0.0,0,0,0,0.0,0,0,15,188,0.0797872340425532,1248,0.7490996398559424,1666,0,1,0,1,1,0,1
2566972429,LenaYakovleva37,0.587,6.24723083739731e-05,0,0,0,0.0,0,0,0,0.0,0,0,113,0,0.0,960,0.4253433761630483,2257,0,0,0,1,1,0,0
3554993173,n1ckbrand,1.458,7.88450860633727e-05,0,0,0,0.0,0,0,0,0.0,0,0,421,355,1.1859154929577465,76299,42.36479733481399,1801,0,1,0,1,0,0,0
11330592,clownsharon,2.005,0.00040306894316000097,0,112,20,1.0,0,0,0,0.0,0,1,69,42,1.6428571428571428,2530,0.5467905770477631,4627,0,0,0,1,1,1,1
441508898,CoachGurss,0.441,0.00039020537124800914,0,107,14,1.0,0,0,0,0.0,0,1,193,273,0.706959706959707,3742,1.182306477093207,3165,0,0,0,0,1,1,0
991142753223565312,angelbcuriel,1.731,0.0002722948870390596,0,128,18,0.9473684210526315,1,3,0,0.0,1,1,46767,144,324.7708333333333,2635,3.1331747919143877,841,1,1,0,1,1,1,0
715208035086393344,mohnjello5,2.138,4.744069912598903e-05,0,0,0,0.0,0,0,0,0.0,0,0,349,349,1.0,12684,7.917602996254682,1602,0,1,0,1,0,0,0
75293774,amberinzaman,18.781,0.0004632555806374228,1,154,15,0.8947368421052632,0,0,4,0.0,0,1,401872,2831,141.9540798304486,29203,7.324554803110108,3987,1,0,0,0,1,1,0
33612908,akaworldwide,3.545,0.00043257612373137633,0,33,3,1.0,1,1,0,0.0,0,1,4593702,7,656243.1428571428,395,0.09545674238762687,4138,1,0,0,1,0,1,0
33612911,IsaacMizrahi,1.484,5.0265828902773535e-05,0,32,6,1.0,0,1,0,0.0,0,1,55796,761,73.31931668856767,3051,0.737312711454809,4138,1,0,0,1,1,1,0
575988861,SexyPattycake,1.573,0.00027158451869002675,0,96,15,1.0,0,0,0,0.06666666666666667,1,1,18676,109,171.3394495412844,15177,5.020509427720807,3023,0,0,0,0,1,1,0
2755191937,wdwamy,22.244,0.0003985374771495742,1,128,22,0.75,0,1,2,0.0,0,1,2174,828,2.6256038647342996,39267,17.94652650822669,2188,0,0,0,1,1,1,0
47506568,DeAndre,2.379,0.00022586967172966155,0,80,13,1.0,0,0,0,0.0,1,1,1163276,319,3646.6332288401254,729,0.1785889269965703,4082,1,0,0,0,1,1,0
28107911,selectron67,0.056,0.00043108010584556183,0,0,0,0.0,0,0,0,0.0,0,0,38,360,0.10555555555555556,5,0.0012027904738994466,4157,0,0,0,1,1,0,0
45147274,kcbroughton,0.825,0.0002627719384012961,0,92,11,0.9285714285714286,0,0,2,0.0,0,1,1809,1996,0.906312625250501,5312,1.2984600342214618,4091,0,0,0,1,1,1,0
4035503243,GatenM123,0.502,0.0002954545454545432,0,63,10,1.0,0,0,0,0.0,0,1,1542503,638,2417.716300940439,3263,1.8539772727272728,1760,1,1,0,1,0,1,0
2329207944,pierree_16,2.767,0.00039312657166812315,0,8,1,1.0,0,0,0,0.0,0,1,298,219,1.360730593607306,4613,1.9333612740989103,2386,0,1,0,1,0,1,0
16049299,wind4me,53.175,0.00025160109789368335,1,83,10,1.0,0,4,0,0.0,0,1,9045,9032,1.0014393268379096,118706,27.15141811527905,4372,0,0,0,1,1,1,0
69002392,cgomezavila,33.477,0.0003067331670862927,1,123,22,1.0,0,0,0,0.0,0,1,15483,3609,4.290108063175395,34322,8.559102244389027,4010,1,0,0,0,1,1,0
808064484527009792,evry2min,13.515,0.00014115898959943252,0,147,21,1.0,0,0,2,0.0,0,1,1573,1507,1.0437956204379562,7862,5.841010401188707,1346,0,1,0,1,0,1,0
765932688435994624,kulakoviulii192,0.911,8.071135430909315e-05,0,43,7,1.0,0,0,0,0.0,0,1,6,11,0.5454545454545454,1332,0.9110807113543091,1462,0,1,0,0,0,1,1
169927844,BoAkwon,0.568,0.00036096765425397415,0,86,13,0.7647058823529411,0,0,0,0.0,0,1,3215289,150,21435.26,1,0.0002718129926610492,3679,1,0,0,0,1,1,0
756363476872880128,drozdovgeorgii2,0.833,0.00022632639355268935,0,107,19,0.8947368421052632,0,0,0,0.0,1,1,0,0,0.0,1241,0.8334452652787105,1489,0,1,0,0,1,1,1
134800546,jrsthefuture,2.941,8.850026497064789e-05,0,125,22,0.8846153846153846,0,0,0,0.045454545454545456,0,1,640,729,0.877914951989026,1936,0.5129835718071012,3774,0,1,0,0,1,1,0
203744433,SpenceFram,1.217,0.00030662214802434917,0,83,14,0.9285714285714286,0,0,0,0.0,0,1,114,469,0.24307036247334754,2349,0.6535893155258765,3594,0,0,0,0,1,1,0
831578789654192129,_OutToSea_,3.969,0.0002256049960966955,0,97,15,1.0,0,0,1,0.0,0,1,748,24,31.166666666666668,11,0.00858704137392662,1281,0,0,0,0,1,1,1
772544430884675585,beatriz91763054,0.096,0.0002603878116343439,0,136,17,0.9411764705882353,0,0,0,0.0,0,1,0,0,0.0,62,0.04293628808864266,1444,0,1,0,0,0,1,0
149742775,monivargo,0.269,0.0003872522763792574,0,0,0,0.0,0,0,0,0.0,0,0,146,610,0.23934426229508196,700,0.18746652383502946,3734,0,1,0,0,0,0,1
15525062,TaniaGailPhotos,8.055,0.00036386306959812487,0,67,6,1.0,0,1,0,0.0,0,1,3148,515,6.112621359223301,15629,3.5431874858308774,4411,0,0,0,1,1,1,0
841537775740440576,connors_micaela,0.033,0.0004928229665071768,0,0,0,0.0,0,0,0,0.0,0,0,0,8,0.0,36,0.028708133971291867,1254,0,1,0,0,0,0,0
286319846,RuthDDL,0.022,0.0003135642982971254,0,0,0,0.0,0,0,0,0.0,0,0,8,79,0.10126582278481013,201,0.05901350557839107,3406,0,1,0,0,0,0,1
708109555,RaphaPovo,0.604,0.00020196543544559464,0,37,9,0.8571428571428571,0,0,0,0.0,0,1,16,0,0.0,1209,0.40969162995594716,2951,0,0,0,0,0,1,1
765784124443484164,aksenovaristar5,0.911,0.0001414900888584425,0,42,6,1.0,0,0,0,0.0,0,1,14,14,1.0,1331,0.9097744360902256,1463,0,1,0,0,0,1,1
2310333698,T_Sotebeer,2.073,0.0004251147267417821,0,57,11,0.9090909090909091,0,0,0,0.0,0,1,377,295,1.2779661016949153,7975,3.327075511055486,2397,0,1,0,1,0,1,0
775801870753423360,Robertson_Write,0.5,0.00034843205574913716,0,58,10,1.0,0,0,0,0.1,0,1,3,0,0.0,381,0.26550522648083624,1435,0,1,0,0,0,1,0
71361799,MDCollegian,3.336,0.0003318340829587818,0,122,12,1.0,0,0,5,0.0,0,1,5227,302,17.307947019867548,936,0.23388305847076463,4002,1,0,0,1,1,1,0
709947590268157952,TinyDungeons,5.91,0.00032776747062435163,0,132,22,1.0,1,0,1,0.0,0,1,432,1,432.0,6,0.0037105751391465678,1617,0,1,0,0,0,1,1
3053048142,darkiel_30,22.182,0.0002273410115165575,1,25,3,1.0,0,0,0,0.0,0,1,1435,340,4.220588235294118,1769,0.885828743114672,1997,0,0,0,1,1,1,0
20243744,FOREXcom,10.632,0.0003210638803139432,0,141,19,1.0,1,0,0,0.0,0,1,173691,109,1593.4954128440368,130,0.03087152695321776,4211,1,0,0,0,0,1,0
144762144,Questcuties,4.359,4.617026954889525e-05,0,106,15,0.9473684210526315,1,0,0,0.0,0,1,374,56,6.678571428571429,0,0.0,3747,0,0,0,1,0,1,1
2779833639,CamillaLNews,41.056,0.00039295644114645256,1,129,17,0.8235294117647058,0,0,2,0.058823529411764705,0,1,11725,1925,6.090909090909091,7848,3.6367006487488416,2158,0,1,0,0,0,1,0
1438704956,Bobchentao,0.612,0.0003065307663269179,0,0,0,0.0,0,0,0,0.0,0,0,3,20,0.15,1131,0.4269535673839185,2649,0,1,0,0,0,0,1
81847632,anac_cavalcante,0.756,7.065354529434131e-06,0,0,0,0.0,0,0,0,0.0,0,0,13,0,0.0,2235,0.5639666919000756,3963,0,0,0,0,0,0,1
86041944,mao07,3.94,6.08210846424484e-05,0,26,4,1.0,0,0,0,0.0,0,1,55,92,0.5978260869565217,3013,0.7635580334515966,3946,0,0,0,1,1,1,1
26535267,kylekinane,3.73,0.00041306436119104006,0,40,8,1.0,0,0,0,0.0,0,1,178782,1155,154.7896103896104,5378,1.2915465898174832,4164,1,0,0,0,0,1,0
15787371,aliklay,1.488,0.00027680400637386526,0,142,17,1.0,0,1,6,0.0,0,1,6208,3448,1.8004640371229699,5830,1.327111313453221,4393,1,0,0,0,1,1,0
322758021,f_mzher,5.576,0.0003421052631571442,0,0,0,0.0,0,0,0,0.0,0,0,824,1385,0.5949458483754513,78,0.02332535885167464,3344,0,0,0,0,0,0,1
976946255132753920,FunWithLeon,0.17,0.0004545454545454297,0,0,0,0.0,0,0,0,0.0,0,0,14,113,0.12389380530973451,4434,5.038636363636364,880,0,1,0,0,1,0,0
3990931,MULTi,49.658,0.0004016393442611843,1,142,3,1.0,0,0,1,0.0,0,1,962,1468,0.6553133514986376,94603,19.385860655737705,4880,0,0,0,1,1,1,1
15525272,ChadSDay,3.983,0.00022375878485592082,0,146,14,1.0,1,0,4,0.0,0,1,5442,1036,5.2528957528957525,4423,1.0027204715484017,4411,1,0,0,1,1,1,0
275572129,PeterBDoran,1.58,9.921213889696467e-05,0,152,18,0.8636363636363636,0,1,1,0.05555555555555555,0,1,6607,509,12.980353634577604,4900,1.4298220017508025,3427,1,0,0,1,1,1,0
269542822,FarisDannan,0.134,0.00034137830764757737,0,77,11,0.9090909090909091,0,0,0,0.0,0,1,111,205,0.5414634146341464,105,0.030532131433556268,3439,0,0,0,0,1,1,1
17884583,marinaomi,9.62,0.000350877192982324,0,91,8,0.7692307692307693,1,0,0,0.0,0,1,8993,1103,8.153218495013599,90521,21.174502923976608,4275,1,0,0,1,1,1,0
758179242,CountyofSLO,2.301,9.364319890625694e-05,0,156,16,1.0,1,4,0,0.0,0,1,5310,208,25.528846153846153,2801,0.9572795625427204,2926,0,0,0,1,1,1,0
28894638,Didntinviteme,6.097,1.4925373133856112e-05,0,60,3,1.0,0,0,0,0.0,0,1,19205,473,40.602536997885835,1103,0.26552720269619645,4154,0,0,0,1,1,1,0
4043892142,sierra_rebecca,6.798,0.0003877202956221737,0,139,15,1.0,0,1,0,0.0,0,1,590,807,0.7311028500619579,10092,5.737350767481524,1759,0,0,0,1,1,1,0
865733545842671616,steveferraramd,0.46,1.684919966304932e-05,0,83,12,1.0,0,0,0,0.0,0,1,1385,847,1.6351829988193625,1347,1.134793597304128,1187,1,1,0,1,1,1,0
332457390,AlyssaM2124,1.072,0.0004855769230769358,0,9,3,1.0,0,0,0,0.0,0,1,36,0,0.0,2508,0.7536057692307693,3328,0,1,0,0,0,1,1
99411374,ma343ma,1.728,4.937001799953933e-05,0,106,1,1.0,0,0,0,0.0,0,1,170,734,0.23160762942779292,6442,1.6564669580869118,3889,0,0,0,1,1,1,1
261678517,indiafairnj,0.586,0.00015696495800754384,0,0,0,0.0,0,0,0,0.0,0,0,69,0,0.0,1392,0.40312771503040834,3453,0,0,0,0,0,0,1
2419385785,KianaTara,3.855,0.0001221603086154488,0,49,10,1.0,0,0,0,0.0,0,1,97,273,0.3553113553113553,42634,18.274324903557652,2333,0,0,0,1,1,1,0
1051561911953707008,cj__ang,3.025,0.00022255192878350982,0,127,18,0.9473684210526315,0,0,0,0.0,0,1,61,173,0.35260115606936415,3731,5.535608308605341,674,0,1,0,1,1,1,0
331670984,KRISVANASSCHE,0.111,0.0004562931811354781,0,17,3,1.0,0,0,0,0.0,0,1,4519,144,31.381944444444443,533,0.16010814058275757,3329,0,0,0,0,1,1,0
396158429,RufusKings1776,27.68,0.00011169717654269107,1,134,24,0.875,0,0,0,0.0,0,1,16043,11548,1.3892448908901975,38831,12.048091839900714,3223,0,0,0,0,0,1,0
272688609,willian93,1.101,7.777454121771221e-05,0,61,11,0.8461538461538461,0,0,0,0.0,0,1,135,86,1.569767441860465,2081,0.6061753568307603,3433,0,0,0,0,0,1,1
66643428,MTVPolska,6.221,0.0004481214232399111,0,106,14,1.0,0,0,0,0.07142857142857142,0,1,915074,356,2570.432584269663,2157,0.5367006718089077,4019,1,0,0,0,1,1,0
300213744,AnsahOwusu,0.243,0.00046820467317360004,0,27,4,1.0,0,0,0,0.0,0,1,27,31,0.8709677419354839,588,0.17391304347826086,3381,0,0,0,0,1,1,1
17360379,GeorgeLoomis,1.643,0.0004721898999302532,0,159,18,1.0,0,0,5,0.0,0,1,1394,469,2.9722814498933903,8231,1.9155224575285084,4297,0,0,0,1,0,1,0
81061374,aarifayi,0.859,0.00016460801613304987,0,0,0,0.0,0,0,0,0.0,0,0,88,170,0.5176470588235295,2377,0.5991933450970507,3967,0,0,0,1,1,0,1
2831214083,EveryFinnishNo,969.164,6.557377048466151e-05,1,155,23,0.8461538461538461,1,0,2,0.043478260869565216,0,1,196,65,3.0153846153846153,8,0.003747072599531616,2135,0,0,0,1,1,1,1
277669385,asecondtoosoon,0.109,0.0002608822670172317,0,73,9,1.0,1,0,0,0.0,0,1,97,0,0.0,1030,0.30090563832895123,3423,0,0,0,0,1,1,1
19719693,pennyholntlworl,0.011,9.694240341313019e-05,0,0,0,0.0,0,0,0,0.0,0,0,3,0,0.0,46,0.01090305759658687,4219,0,1,1,0,0,0,1
4111525392,MulderNakesha,1.881,0.00036036550542539736,0,46,4,0.8333333333333334,0,1,0,0.0,0,1,147,351,0.4188034188034188,1728,0.9868646487721302,1751,0,1,0,0,1,1,1
28108305,efrainortizjr,4.242,0.00048255953812859076,0,127,18,1.0,0,3,0,0.0,1,1,1345,1356,0.9918879056047197,7810,1.8787587202309357,4157,0,0,0,1,1,1,0
15263256,jennmk,0.746,5.322507893545936e-05,0,0,0,0.0,0,0,0,0.0,0,0,18,218,0.08256880733944955,2501,0.5640505187189896,4434,0,1,0,1,1,0,1
1701373465,5llw05,63.098,3.9215686278737394e-05,1,145,24,1.0,0,0,0,0.0,0,1,122134,141574,0.8626866515038072,7466,2.927843137254902,2550,0,1,0,0,1,1,1
700769826,kurtstana,12.677,0.0004957698815566403,0,0,0,0.0,0,0,0,0.0,0,0,1105,0,0.0,9842,3.330626057529611,2955,0,0,0,0,1,0,0
